"","locus","BG11_Control","BG11_Lys","difference","Gene name","Product"
"1941","slr0076",-1.04046761977488,-0.882662908738042,-0.157804711036836,"slr0076","hypothetical protein"
"1942","slr0078",0.172324183394371,0.327690622579876,-0.155366439185506,"slr0078","putative 6-pyruvoyl tetrahydrobiopterin synthas e"
"1943","slr0081",-0.204690778051484,-0.661898837166134,0.45720805911465,"slr0081","two-component response regulator OmpR subfamily"
"1944","slr0082",0.510329978374214,-0.153066046012316,0.66339602438653,"slr0082","hypothetical protein"
"1945","slr0086",0.327090996517455,0.131791326471075,0.195299670046379,"slr0086","similar to DnaK protein"
"1946","slr0091",0.0712051710567567,0.208757118647986,-0.13755194759123,"slr0091","aldehyde dehydrogenase"
"1947","slr0092",0.284328829309773,0.0469503018960083,0.237378527413764,"slr0092","hypothetical protein"
"1948","slr0095",0.103948414594283,0.00231048975628365,0.101637924837999,"slr0095","O-methyltransferase"
"1949","slr0096",-0.292975316770417,3.73762847552017,-4.03060379229059,"slr0096","low affinity sulfate transporter"
"1950","slr0099",0.160591574730647,0.689944445893146,-0.529352871162499,"slr0099","putative transposase [ISY352f(partial copy): 29 68019 - 2969383]"
"1951","slr0103",0.563503855281028,2.16493478749209,-1.60143093221106,"slr0103","unknown protein"
"1952","slr0104",0.722497644984443,-0.372623071074914,1.09512071605936,"slr0104","hypothetical protein"
"1953","slr0105",0.113149272039706,0.159400247705967,-0.0462509756662607,"slr0105","hypothetical protein"
"1954","slr0106",-0.30482863970513,-0.0162279822419127,-0.288600657463217,"slr0106","unknown protein"
"1955","slr0108",0.244317125961775,0.34229793176158,-0.0979808057998049,"slr0108","unknown protein"
"1956","slr0109",-0.0339455292896795,-0.239003267599582,0.205057738309902,"slr0109","unknown protein"
"1957","slr0110",-0.116749846965129,-0.480064658226262,0.363314811261132,"slr0110","hypothetical protein"
"1958","slr0111",0.148001671383917,-0.359411977482118,0.507413648866035,"slr0111","unknown protein"
"1959","slr0112",-0.0175806369126054,-0.140398329996865,0.12281769308426,"slr0112","unknown protein"
"1960","slr0114",-0.294049088476892,-0.180970139762412,-0.113078948714481,"slr0114","putative PP2C-type protein phosphatase"
"1961","slr0115",-0.474959661929945,-0.401036114806959,-0.0739235471229864,"rpaA;  ycf27","response regulator for energy transfer from phy cobilisomes to photosystems"
"1962","slr0116",0.0816100022284057,-1.60029886193959,1.681908864168,"pcyA","phycocyanobilin:ferredoxin oxidoreductase"
"1963","slr0120",0.14995170550135,0.047748702650446,0.102203002850904,"slr0120","probable tRNA/rRNA methyltransferase"
"1964","slr0121",0.403052707378859,-0.644529183524329,1.04758189090319,"slr0121","hypothetical protein"
"1965","slr0142",-0.000969766615974938,0.00528613814173213,-0.00625590475770707,"slr0142","hypothetical protein"
"1966","slr0143",0.292321527102993,0.286786546894101,0.00553498020889193,"hat","WD-repeat protein;  Hat protein;  involved in the control of a high-affinity transport system for inorgani c carbon"
"1967","slr0144",0.0913496580479209,0.208516134221895,-0.117166476173974,"slr0144","hypothetical protein"
"1968","slr0145",0.225316137196026,0.255040925283034,-0.0297247880870082,"slr0145","unknown protein"
"1969","slr0146",0.304744653899855,0.243845138645779,0.0608995152540767,"slr0146","hypothetical protein"
"1970","slr0147",-0.0222158049435974,0.486806594320345,-0.509022399263942,"slr0147","hypothetical protein"
"1971","slr0148",0.188031763567352,0.266666379273513,-0.0786346157061603,"slr0148","hypothetical protein"
"1972","slr0149",0.155119349458526,0.228122567986038,-0.0730032185275115,"slr0149","hypothetical protein"
"1973","slr0151",-0.0338485239297389,-0.0829203418400976,0.0490718179103587,"slr0151","unknown protein"
"1974","slr0152",0.18482051799751,-0.436637719133147,0.621458237130657,"slr0152","serine/threonine protein kinase"
"1975","slr0157",-0.12708849319008,0.249849072461656,-0.376937565651736,"slr0157","unknown protein"
"1976","slr0168",-0.0850396056802908,-0.0584308574781492,-0.0266087482021416,"slr0168","unknown protein"
"1977","slr0169",0.236330741075529,-0.0433932384787937,0.279723979554323,"slr0169","hypothetical protein"
"1978","slr0179",-0.374096308678382,0.366483767693217,-0.740580076371599,"slr0179","hypothetical protein"
"1979","slr0181",0.0590870813667691,-0.0585794385501731,0.117666519916942,"recO","hypothetical protein"
"1980","slr0184",-0.628763834009646,-0.944782671252135,0.316018837242489,"slr0184","unknown protein"
"1981","slr0192",0.0616391952491296,0.108659141741345,-0.0470199464922157,"slr0192","hypothetical protein"
"1982","slr0193",-0.879906281111371,-1.35900498546218,0.479098704350804,"rbp3","RNA-binding protein"
"1983","slr0195",0.071217414841323,0.674878588813486,-0.603661173972162,"slr0195","hypothetical protein"
"1984","slr0196",0.0335025379595152,0.311367096988014,-0.277864559028498,"slr0196","unknown protein"
"1985","slr0197",-0.267893883917245,0.179966869600462,-0.447860753517707,"comA","competence protein"
"1986","slr0199",-0.0415277010322663,0.200325838452322,-0.241853539484589,"slr0199","hypothetical protein"
"1987","slr0204",-1.38727810531524,-1.13035849845485,-0.25691960686039,"ycf83","hypothetical protein YCF83"
"1988","slr0207",-0.100322495142122,0.140309730897758,-0.24063222603988,"slr0207","hypothetical protein"
"1989","slr0208",-0.0552168956752171,0.042549467515414,-0.0977663631906311,"slr0208","hypothetical protein"
"1990","slr0209",-0.165269498150189,0.122804245809335,-0.288073743959525,"slr0209","unknown protein"
"1991","slr0210",-0.57224870208604,-0.300003065472332,-0.272245636613708,"hik9","two-component sensor histidine kinase"
"1992","slr0211",0.186503219123993,3.88978598041916,-3.70328276129517,"slr0211","hypothetical protein"
"1993","slr0214",0.00835705145159771,0.356317696917561,-0.347960645465964,"slr0214","cytosine-specific methyltransferase(5'-CGATCG-3 ')"
"1994","slr0217",-0.220279108504348,0.0222537656440994,-0.242532874148447,"slr0217","hypothetical protein"
"1995","slr0222",0.433673693056729,0.894712988217545,-0.461039295160816,"hik25","two-component hybrid sensor and regulator"
"1996","slr0224",0.37349008915248,-0.086235380420489,0.459725469572969,"slr0224","similar to sterol C5-desaturase"
"1997","slr0226",0.125758442332796,0.259236470562075,-0.133478028229279,"slr0226","unknown protein"
"1998","slr0231",0.236422105181679,0.104721609079986,0.131700496101693,"slr0231","probable DNA-3-methyladenine glycosylase"
"1999","slr0232",0.00764791523256109,-0.366443163147182,0.374091078379743,"slr0232","hypothetical protein"
"2000","slr0236",-0.259095613240903,-0.435068684872835,0.175973071631932,"slr0236","similar to glutathione S-transferase"
"2001","slr0238",0.275001668657601,0.179940420803767,0.0950612478538344,"slr0238","hypothetical protein"
"2002","slr0240",-0.173630981913356,-0.60012796451454,0.426496982601184,"slr0240","transcriptional regulator"
"2003","slr0241",0.0250413122591424,1.50925126440025,-1.48420995214111,"slr0241","hypothetical protein"
"2004","slr0243",-0.0553095132494733,0.296871047199676,-0.352180560449149,"slr0243","hypothetical protein"
"2005","slr0244",-0.0532258764001783,-0.354957703435703,0.301731827035524,"slr0244","hypothetical protein"
"2006","slr0245",0.0540968647096756,0.186458801565625,-0.132361936855949,"slr0245","Histone deacetylase family protein"
"2007","slr0249",-0.199203402015463,0.187726501154114,-0.386929903169577,"slr0249","hypothetical protein"
"2008","slr0250",0.417397232771096,-0.280444912502925,0.697842145274021,"slr0250","hypothetical protein"
"2009","slr0251",0.710912243167175,-0.877358283356932,1.58827052652411,"ycf85","ATP-binding protein of ABC transporter"
"2010","slr0252",0.247564239437768,0.375768509303412,-0.128204269865644,"slr0252","probable precorrin-6x reductase"
"2011","slr0254",-0.259229150401112,0.246248191520292,-0.505477341921404,"slr0254","hypothetical protein"
"2012","slr0262",0.696611933091514,5.68719783829699,-4.99058590520548,"slr0262","unknown protein"
"2013","slr0263",0.193320184619294,0.223375285158914,-0.0300551005396197,"slr0263","hypothetical protein"
"2014","slr0264",0.208250043100581,0.303455233343308,-0.0952051902427271,"slr0264","hypothetical protein"
"2015","slr0265",0.280270787943809,0.0363644538547933,0.243906334089015,"slr0265","putative transposase [ISY523c: 1513158 - 151402 3]"
"2016","slr0267",0.515338227105808,-0.73339572356366,1.24873395066947,"slr0267","hypothetical protein"
"2017","slr0269",0.949229299777043,5.71401116486603,-4.76478186508899,"slr0269","hypothetical protein"
"2018","slr0270",0.154882015457211,0.336995350208316,-0.182113334751105,"slr0270","hypothetical protein"
"2019","slr0271",0.149312513872293,0.194017681278887,-0.0447051674065944,"slr0271","unknown protein"
"2020","slr0272",0.144106664623222,-0.718433658927457,0.86254032355068,"slr0272","unknown protein"
"2021","slr0273",-0.189084113025631,0.208002138287666,-0.397086251313297,"slr0273","unknown protein"
"2022","slr0280",-0.0853642854036613,-0.109511482995464,0.0241471975918026,"slr0280","hypothetical protein"
"2023","slr0284",0.228283598739832,-0.188938129019682,0.417221727759514,"slr0284","hypothetical protein"
"2024","slr0285",0.162752738324714,0.78426585873219,-0.621513120407477,"slr0285","hypothetical protein"
"2025","slr0286",0.105377753067313,0.142022635673618,-0.0366448826063044,"slr0286","protein involved in functional assembly of phot osystem II"
"2026","slr0287",-0.273978164057589,0.0201609632634848,-0.294139127321073,"slr0287","hypothetical protein"
"2027","slr0291",-0.0604906413790389,0.0902148682423533,-0.150705509621392,"slr0291","hypothetical protein"
"2028","slr0292",-0.331211281280369,-0.926308487002171,0.595097205721802,"slr0292","hypothetical protein"
"2029","slr0294",-0.168587250266322,0.376110385959985,-0.544697636226308,"slr0294","unknown protein"
"2030","slr0299",-0.893823135933241,-0.0340986181326841,-0.859724517800557,"slr0299","hypothetical protein"
"2031","slr0300",-1.74245339670419,-1.46448917700596,-0.277964219698236,"slr0300","hypothetical protein"
"2032","slr0302",0.510944741138714,0.219832821504063,0.29111191963465,"slr0302","unknown protein"
"2033","slr0303",0.103093171110343,0.155465687738719,-0.0523725166283761,"slr0303","hypothetical protein"
"2034","slr0304",0.159404154258102,0.0850660412394748,0.0743381130186273,"slr0304","hypothetical protein"
"2035","slr0305",0.253874845032547,-0.00129802702714907,0.255172872059696,"slr0305","hypothetical protein"
"2036","slr0306",0.00113541489080145,0.358624859661209,-0.357489444770408,"slr0306","unknown protein"
"2037","slr0309",0.0227441478490659,0.270845412236744,-0.248101264387678,"slr0309","probable methyltransferase"
"2038","slr0311",0.0746716133575354,0.23513982557285,-0.160468212215315,"hik29","two-component sensor histidine kinase"
"2039","slr0312",0.0541721885349871,0.043407546704883,0.0107646418301041,"slr0312","two-component response regulator NarL subfamily"
"2040","slr0313",-0.133796771412551,0.0703197724775717,-0.204116543890123,"slr0313","hypothetical protein"
"2041","slr0314",0.0483396876958634,0.361560200625716,-0.313220512929853,"slr0314","non-heme chloroperoxidase"
"2042","slr0315",0.146521332838512,0.0758283277015128,0.0706930051369989,"slr0315","probable oxidoreductase"
"2043","slr0316",0.140618444017142,0.280997369209266,-0.140378925192124,"slr0316","hypothetical protein"
"2044","slr0317",0.0300327218969244,-0.250122698863124,0.280155420760048,"slr0317","hypothetical protein"
"2045","slr0318",0.143796840651452,-0.125692964799301,0.269489805450752,"slr0318","unknown protein"
"2046","slr0320",0.0673609597006516,-0.425154505444391,0.492515465145043,"slr0320","hypothetical protein"
"2047","slr0322",-0.117127196822286,0.0408604200383244,-0.157987616860611,"hik43","two-component hybrid sensor and regulator"
"2048","slr0324",0.317059776107468,0.28558655826515,0.0314732178423179,"slr0324","probable oligopeptides ABC transporter permease protein"
"2049","slr0325",-0.0434162865699877,-0.0311472893510044,-0.0122689972189833,"slr0325","hypothetical protein"
"2050","slr0326",0.13103161899634,2.5811382170017,-2.45010659800536,"slr0326","hypothetical protein"
"2051","slr0328",0.330256942070445,0.028875199320471,0.301381742749974,"slr0328","low molecular weight phosphotyrosine protein ph osphatase"
"2052","slr0333",-0.298774901077823,-0.37492890584394,0.0761540047661173,"slr0333","unknown protein"
"2053","slr0334",-0.087452721272651,0.214839171812768,-0.302291893085419,"slr0334","unknown protein"
"2054","slr0337",-0.204367090531748,0.103999379002381,-0.308366469534128,"slr0337","hypothetical protein"
"2055","slr0338",-1.31689643175527,-1.28589222568289,-0.0310042060723763,"slr0338","probable oxidoreductase"
"2056","slr0341",0.283767748178375,0.116146160268007,0.167621587910368,"slr0341","unknown protein"
"2057","slr0345",-0.080343439273638,0.654963588902688,-0.735307028176326,"slr0345","unknown protein"
"2058","slr0347",0.149645581625061,0.284874746850613,-0.135229165225551,"slr0347","probable permease protein of ABC transporter"
"2059","slr0348",-0.697853971101949,-0.788553563313781,0.0906995922118315,"slr0348","hypothetical protein"
"2060","slr0351",-0.207346382757487,-0.706835071244803,0.499488688487316,"slr0351","hypothetical protein"
"2061","slr0353",0.280880874545422,-0.0783688099833086,0.359249684528731,"slr0353","unknown protein"
"2062","slr0354",-0.292066819170225,0.562689470273764,-0.854756289443989,"slr0354","ATP-binding protein of ABC transporter"
"2063","slr0355",0.0406196523797204,-0.285824901500756,0.326444553880477,"slr0355","hypothetical protein"
"2064","slr0356",0.139926768938762,0.317539573641408,-0.177612804702646,"slr0356","hypothetical protein"
"2065","slr0358",0.227810407331305,-1.09440307751593,1.32221348484723,"slr0358","unknown protein"
"2066","slr0359",-0.294663807061815,-0.423734441439343,0.129070634377529,"slr0359","hypothetical protein"
"2067","slr0360",0.193026492943687,0.68409320914175,-0.491066716198063,"slr0360","hypothetical protein"
"2068","slr0361",-0.138058764955649,0.133800172415785,-0.271858937371434,"slr0361","probable ribosomal large subunit pseudouridine synthase B"
"2069","slr0362",0.0307455878287101,-0.396308423026262,0.427054010854972,"slr0362","hypothetical protein"
"2070","slr0363",-0.861093235080839,-1.49205535711867,0.630962122037835,"slr0363","hypothetical protein"
"2071","slr0364",0.0315420804838888,0.351770417757609,-0.320228337273721,"slr0364","hypothetical protein"
"2072","slr0366",-0.200122923590498,0.242182581612759,-0.442305505203258,"slr0366","unknown protein"
"2073","slr0369",-0.182045943703687,0.423773299988651,-0.605819243692337,"slr0369","RND multidrug efflux transporter"
"2074","slr0373",-0.847749979822599,-1.04544249530018,0.197692515477577,"slr0373","hypothetical protein"
"2075","slr0374",-0.733391142331216,-0.240148409432968,-0.493242732898248,"slr0374","hypothetical protein"
"2076","slr0376",-0.724333609921322,0.0253554507355433,-0.749689060656865,"slr0376","hypothetical protein"
"2077","slr0377",0.108815361647394,0.320032347839403,-0.21121698619201,"slr0377","unknown protein"
"2078","slr0378",0.298050254793117,0.679303163904047,-0.381252909110931,"slr0378","similar to 7-beta-(4-carbaxybutanamido)cephalos poranic acid acylase"
"2079","slr0379",-0.0331899613774881,-1.39332551676624,1.36013555538875,"slr0379","thymidylate kinase"
"2080","slr0380",0.122652160100838,-0.0395393995793713,0.16219155968021,"slr0380","hypothetical protein"
"2081","slr0381",0.20010942635541,-0.328482482247189,0.528591908602599,"slr0381","lactoylglutathione lyase"
"2082","slr0383",0.0337100580327237,-0.0774489457592702,0.111159003791994,"slr0383","hypothetical protein"
"2083","slr0384",-0.0393568902437912,-1.1889268906,1.14957000035621,"sqdX","sulfoquinovosyldiacylglycerol biosynthesis prot ein SqdX"
"2084","slr0386",0.345693592448061,3.39126639027091,-3.04557279782285,"slr0386","unknown protein"
"2085","slr0388",-0.158290444561309,0.144721619062351,-0.303012063623661,"slr0388","hypothetical protein"
"2086","slr0393",0.628586624628955,-0.0753151741628549,0.70390179879181,"slr0393","unknown protein"
"2087","slr0397",0.0166683112022236,1.22161221883732,-1.2049439076351,"slr0397","hypothetical protein"
"2088","slr0398",0.318311687361836,0.057597961301878,0.260713726059958,"slr0398","unknown protein"
"2089","slr0400",0.307607116883382,0.267930763640098,0.0396763532432841,"ppnK","hypothetical protein"
"2090","slr0401",0.100821951489644,0.439479738239857,-0.338657786750213,"slr0401","periplasmic polyamine-binding protein of ABC tr ansporter"
"2091","slr0402",-0.0734488371754197,-0.100323228075073,0.0268743908996534,"slr0402","hypothetical protein"
"2092","slr0404",-0.503683909757293,-0.860330627080135,0.356646717322842,"slr0404","hypothetical protein"
"2093","slr0407",0.0788920302814154,0.403268519064168,-0.324376488782753,"slr0407","hypothetical protein"
"2094","slr0408",0.0943928600933309,0.107346594825982,-0.0129537347326511,"slr0408","unknown protein"
"2095","slr0416",-0.387643490973921,-0.012817994702464,-0.374825496271457,"slr0416","unknown protein"
"2096","slr0418",0.520685075700852,0.207751956755974,0.312933118944878,"slr0418","putative transcripton factor DevT homolog"
"2097","slr0420",-1.01451942554399,-1.30680250705597,0.292283081511975,"slr0420","hypothetical protein"
"2098","slr0421",0.0194416362615289,0.149446340714144,-0.130004704452615,"slr0421","unknown protein"
"2099","slr0427",-0.173417566570069,-0.245738539761181,0.0723209731911119,"slr0427","putative competence-damage protein"
"2100","slr0431",-1.67800501358826,-1.41752539621225,-0.260479617376008,"slr0431","hypothetical protein"
"2101","slr0438",-0.0406618752324542,-0.117645136108848,0.0769832608763937,"slr0438","hypothetical protein"
"2102","slr0439",-0.0861371518434021,0.284753203605863,-0.370890355449265,"slr0439","unknown protein"
"2103","slr0440",0.00629706663206227,-0.0938674944663965,0.100164561098459,"slr0440","hypothetical protein"
"2104","slr0442",-0.698548465281721,-0.126512783743768,-0.572035681537954,"slr0442","unknown protein"
"2105","slr0443",0.118733620385342,-0.33913390654263,0.457867526927972,"slr0443","hypothetical protein"
"2106","slr0445",-1.33577514104887,-1.73121400251479,0.395438861465919,"slr0445","hypothetical protein"
"2107","slr0449",0.178549985313976,0.136176220393788,0.0423737649201877,"slr0449","probable transcriptional regulator"
"2108","slr0453",0.199706541576805,0.312523705802782,-0.112817164225977,"slr0453","hypothetical protein"
"2109","slr0454",-0.161191044607744,-0.55567728595354,0.394486241345796,"slr0454","RND multidrug efflux transporter"
"2110","slr0455",-0.272258958736275,-0.943783893205751,0.671524934469476,"slr0455","hypothetical protein"
"2111","slr0456",0.200865992554204,-0.131816428936401,0.332682421490604,"slr0456","unknown protein"
"2112","slr0458",0.330446118438643,0.147309387077379,0.183136731361263,"slr0458","unknown protein"
"2113","slr0459",0.0181805577754478,-0.156454356690606,0.174634914466054,"slr0459","hypothetical protein"
"2114","slr0460",-0.221426879824512,0.0914120744157478,-0.31283895424026,"slr0460","putative transposase [ISY352g: 3511668 - 351229 0;  join 3513238 - 3514051]"
"2115","slr0468",-0.131424140038919,0.115538924883187,-0.246963064922106,"slr0468","unknown protein"
"2116","slr0474",-0.292917889304853,-0.374572870408003,0.0816549811031497,"rcp1","two-component response regulator CheY subfamily ;   regulator for phytochrome 1 (Cph1)"
"2117","slr0476",0.111606085963597,-1.18401378219697,1.29561986816057,"slr0476","unknown protein"
"2118","slr0479",0.116138788055468,-0.21647311139945,0.332611899454918,"slr0479","hypothetical protein"
"2119","slr0482",0.254781053139268,2.29363026469127,-2.038849211552,"slr0482","unknown protein"
"2120","slr0483",0.471305775449977,-1.15222189960646,1.62352767505643,"slr0483","hypothetical protein"
"2121","slr0484",0.182011156818789,0.290939033290313,-0.108927876471524,"hik26","two-component sensor histidine kinase"
"2122","slr0487",0.291146673692527,0.588651558045341,-0.297504884352814,"slr0487","hypothetical protein"
"2123","slr0488",-1.7100782617732,-1.79459179134683,0.0845135295736328,"slr0488","virulence factor MviN homolog."
"2124","slr0489",-0.180819358071122,3.08689949748902,-3.26771885556015,"slr0489","unknown protein"
"2125","slr0491",0.113027397614851,-0.0613729499813321,0.174400347596184,"slr0491","hypothetical protein"
"2126","slr0495",-0.000870131585371272,-0.480148286072335,0.479278154486964,"slr0495","HetI protein homolog"
"2127","slr0496",-0.0950386546332085,-0.120077149406666,0.0250384947734571,"slr0496","unknown protein"
"2128","slr0498",0.290014086879564,0.398302477557763,-0.108288390678198,"slr0498","unknown protein"
"2129","slr0503",-2.72480816919001,-1.87697192399853,-0.847836245191475,"ycf66","hypothetical protein YCF66"
"2130","slr0505",0.102822954458889,0.365093945874089,-0.2622709914152,"slr0505","hypothetical protein"
"2131","slr0509",-0.138521419158612,-0.192380111802995,0.0538586926443829,"slr0509","hypothetical protein"
"2132","slr0510",-0.164397017834177,0.0817959956169363,-0.246193013451113,"slr0510","hypothetical protein"
"2133","slr0511",-1.22103003948798,-0.427827063221601,-0.79320297626638,"slr0511","putative transposase [ISY523g: 2921593 - 292245 7]"
"2134","slr0513",-0.00694413541703125,-0.118455570694571,0.11151143527754,"slr0513","iron transport system substrate-binding protein ;  periplasmic protein"
"2135","slr0514",0.531763175939907,0.179002469701821,0.352760706238085,"slr0514","unknown protein"
"2136","slr0516",0.0697071597797484,0.251989396097091,-0.182282236317342,"slr0516","hypothetical protein"
"2137","slr0517",-1.45449650313818,-1.59408536801247,0.139588864874288,"slr0517","hypothetical protein"
"2138","slr0519",-0.51662111451016,-1.34806243623341,0.831441321723253,"slr0519","hypothetical protein"
"2139","slr0521",-0.081164980385833,-0.259780906304208,0.178615925918375,"slr0521","unknown protein"
"2140","slr0522",0.524549282407922,0.302971630489261,0.221577651918661,"slr0522","unknown protein"
"2141","slr0523",0.65390881687368,0.52479415629941,0.12911466057427,"bioD","similar to dethiobiotin synthetase"
"2142","slr0529",0.157820093299586,0.397282907490896,-0.23946281419131,"ggtB","glucosylglycerol transport system substrate-bin ding protein"
"2143","slr0530",0.0433102096949037,0.190105472372725,-0.146795262677821,"ggtC","glucosylglycerol transport system permease prot ein"
"2144","slr0531",0.128776605013896,0.211005698563948,-0.0822290935500518,"ggtD","glucosylglycerol transport system permease prot ein"
"2145","slr0533",-0.222403002358441,-0.211545048007053,-0.0108579543513876,"hik10","two-component sensor histidine kinase"
"2146","slr0535",0.834924657580734,-0.286199153676401,1.12112381125713,"slr0535","protease"
"2147","slr0537",0.194650597617747,-0.0958504069985663,0.290501004616314,"slr0537","putative sugar kinase"
"2148","slr0541",0.48943169248146,-0.141558759806049,0.63099045228751,"slr0541","probable amidotransferase"
"2149","slr0544",0.0715003409474004,0.178489360887553,-0.106989019940153,"slr0544","ATP-binding protein of ABC transporter"
"2150","slr0545",-1.12332208128268,-0.825561662291982,-0.297760418990696,"slr0545","hypothetical protein"
"2151","slr0551",-0.43684910531829,-0.768027429201562,0.331178323883271,"slr0551","hypothetical protein"
"2152","slr0552",0.324782140211386,-0.122556942395039,0.447339082606425,"slr0552","hypothetical protein"
"2153","slr0553",-0.585827916366333,0.973684764586971,-1.5595126809533,"slr0553","hypothetical protein"
"2154","slr0554",0.125929409525296,-0.0600460264503168,0.185975435975612,"slr0554","hypothetical protein"
"2155","slr0556",-0.0610945540512421,0.0985083669329803,-0.159602920984222,"slr0556","hypothetical protein"
"2156","slr0565",-1.02969041325864,-0.774513711618589,-0.255176701640053,"slr0565","hypothetical protein"
"2157","slr0569",-0.0173557992745846,0.185935999575578,-0.203291798850162,"slr0569","unknown protein"
"2158","slr0572",0.0261884597241317,0.340960408231427,-0.314771948507296,"slr0572","unknown protein"
"2159","slr0573",0.238747048199333,0.213936798583531,0.0248102496158019,"slr0573","unknown protein"
"2160","slr0575",0.269016293010384,-0.0071505960636182,0.276166889074003,"slr0575","hypothetical protein"
"2161","slr0579",0.293600345780626,4.40694279347735,-4.11334244769672,"slr0579","unknown protein"
"2162","slr0580",-0.432991375934496,-0.412609298382915,-0.020382077551581,"slr0580","aluminum resistance protein homolog"
"2163","slr0581",-0.374649775967145,-0.913516636220673,0.538866860253528,"slr0581","unknown protein"
"2164","slr0582",-0.795512293718004,-1.041019247621,0.245506953902992,"slr0582","unknown protein"
"2165","slr0583",-0.0910178739433557,-1.14761366383397,1.05659578989061,"slr0583","similar to GDP-fucose synthetase"
"2166","slr0586",0.270293005641178,0.3284880361584,-0.0581950305172214,"slr0586","hypothetical protein"
"2167","slr0587",0.228205807534125,0.208503530767108,0.0197022767670162,"slr0587","unknown protein"
"2168","slr0588",-0.108125961424618,0.364095328578043,-0.472221290002661,"slr0588","hypothetical protein"
"2169","slr0589",0.0529884197909468,0.423629502741036,-0.370641082950089,"slr0589","hypothetical protein"
"2170","slr0590",-0.0717367759238854,-0.268218149268011,0.196481373344125,"slr0590","hypothetical protein"
"2171","slr0591",-2.53055885352245,-1.92982956874148,-0.60072928478097,"slr0591","ribonucleoside-diphosphate reductase beta chain"
"2172","slr0592",0.612574876481127,0.137654774118592,0.474920102362534,"slr0592","hypothetical protein"
"2173","slr0593",-0.771349651310822,0.467635716258526,-1.23898536756935,"samp","cAMP binding membrane protein"
"2174","slr0594",-0.0987512828327256,0.246602799998101,-0.345354082830826,"slr0594","hypothetical protein"
"2175","slr0596",0.061503004954992,-0.147487907220128,0.20899091217512,"slr0596","hypothetical protein"
"2176","slr0598",0.492292996636779,0.511489303671081,-0.0191963070343018,"slr0598","hypothetical protein"
"2177","slr0599",0.167515767601517,1.83890815635672,-1.6713923887552,"slr0599","serine/threonine kinase"
"2178","slr0600",-0.17987148782595,-0.563080478986132,0.383208991160182,"slr0600","NADP-thioredoxin reductase"
"2179","slr0601",0.172086484616046,0.224620929926826,-0.0525344453107807,"slr0601","unknown protein"
"2180","slr0602",0.197371843194348,0.214579394694147,-0.0172075514997992,"slr0602","unknown protein"
"2181","slr0605",0.134928261856534,0.285985928773507,-0.151057666916973,"slr0605","hypothetical protein"
"2182","slr0606",0.259695115765242,-0.530452095080063,0.790147210845305,"slr0606","hypothetical protein"
"2183","slr0607",0.127289418498611,0.0138931059743818,0.113396312524229,"slr0607","hypothetical protein"
"2184","slr0609",0.0568881297904259,-0.477396132809674,0.5342842626001,"slr0609","hypothetical protein"
"2185","slr0610",0.16057342604952,-0.471003879841074,0.631577305890594,"slr0610","hypothetical protein"
"2186","slr0612",0.0715038913520423,1.87520818206261,-1.80370429071056,"slr0612","probable pseudouridine synthase"
"2187","slr0613",0.0538384311245062,0.0481184442736459,0.00571998685086029,"slr0613","hypothetical protein"
"2188","slr0615",-0.0580981484674014,0.230858410894148,-0.28895655936155,"slr0615","ATP-binding protein of ABC transporter"
"2189","slr0616",-0.358804470363893,-0.00999737568394142,-0.348807094679952,"slr0616","unknown protein"
"2190","slr0617",-0.187976409956544,0.115557184206788,-0.303533594163332,"slr0617","unknown protein"
"2191","slr0619",0.0614547082406235,0.344751565527303,-0.28329685728668,"slr0619","hypothetical protein"
"2192","slr0624",-0.276236520406103,-0.737661390948931,0.461424870542828,"slr0624","UDP-N-acetylglucosamine 2-epimerase"
"2193","slr0625",0.0172253040078788,0.0013185882178591,0.0159067157900197,"slr0625","hypothetical protein"
"2194","slr0626",0.20165754427625,0.0300519750048207,0.171605569271429,"slr0626","probable glycosyltransferase"
"2195","slr0630",0.0109247732986327,-0.0761416956157096,0.0870664689143423,"slr0630","hypothetical protein"
"2196","slr0634",-0.112670334649041,0.200838911900136,-0.313509246549177,"slr0634","unknown protein"
"2197","slr0635",0.0594310700080366,0.343028834787535,-0.283597764779498,"slr0635","hypothetical protein"
"2198","slr0636",-0.173060357741266,0.208065439471253,-0.381125797212518,"slr0636","probable cobalamin [5'-phosphate] synthase"
"2199","slr0637",0.73951480525868,-0.27248654834181,1.01200135360049,"slr0637","hypothetical protein"
"2200","slr0639",0.288490920570555,-0.207692052386876,0.496182972957431,"slr0639","mechanosensitive ion channel homolog"
"2201","slr0640",0.0509457492136696,-0.200504484074888,0.251450233288558,"hik27","two-component sensor histidine kinase"
"2202","slr0642",-0.0183163456544201,0.442581574078776,-0.460897919733196,"slr0642","hypothetical protein"
"2203","slr0643",-0.508865467561976,1.39655607186792,-1.9054215394299,"slr0643","hypothetical protein"
"2204","slr0644",0.0866139802242176,0.122612019392963,-0.0359980391687457,"slr0644","nitrogen regulation protein NifR3 homolog"
"2205","slr0645",-0.311118359233199,-0.611613054962916,0.300494695729717,"slr0645","hypothetical protein"
"2206","slr0650",0.467870512617002,1.04472256787322,-0.576852055256214,"slr0650","hypothetical protein"
"2207","slr0651",-0.351863000146413,0.690059143744041,-1.04192214389045,"slr0651","hypothetical protein"
"2208","slr0654",-0.904236867196165,-0.71282518203638,-0.191411685159785,"slr0654","unknown protein"
